           1    0.001024
           2    0.000862
           3 0.000810667
           4    0.000846
           5   0.0008512
           6 0.000864667
           7 0.000841143
           8   0.0008595
           9 0.000855111
          10   0.0008532
          11 0.000844364
          12 0.000817667
          13 0.000815692
          14 0.000834571
          15 0.000838933
          16   0.0008375
          17 0.000831294
          18 0.000824444
          19 0.000819789
          20   0.0008088
          21 0.000811429
          22 0.000822364
          23 0.000819304
          24   0.0008205
          25  0.00082832
          26 0.000822462
          27 0.000822074
          28 0.000822571
          29 0.000823586
          30   0.0008196
          31 0.000817161
          32  0.00081375
          33  0.00080897
          34 0.000806941
          35 0.000811543
          36 0.000820222
          37 0.000822703
          38 0.000817579
          39  0.00081241
          40   0.0008065
          41 0.000805463
          42 0.000801143
          43 0.000796837
          44 0.000796727
          45 0.000797333
          46 0.000799565
          47 0.000796851
          48  0.00080125
          49 0.000803755
          50   0.0008032
          51 0.000799451
          52 0.000798615
          53 0.000801509
          54 0.000802963
          55 0.000803273
          56 0.000802571
          57 0.000798386
          58 0.000797448
          59 0.000797085
          60   0.0007982
          61 0.000799213
          62 0.000796387
          63 0.000792825
          64 0.000793063
          65 0.000794092
          66 0.000795212
          67 0.000796896
          68 0.000795765
          69 0.000792058
          70 0.000793314
          71 0.000790141
          72 0.000789722
          73 0.000792055
          74 0.000791351
          75  0.00079104
          76 0.000791474
          77 0.000789558
          78 0.000786564
          79 0.000786127
          80  0.00078815
          81  0.00078884
          82 0.000787707
          83 0.000788145
          84 0.000786524
          85 0.000787671
          86 0.000786744
          87 0.000788184
          88 0.000786591
          89 0.000787146
          90 0.000787867
          91 0.000788835
          92 0.000787304
          93 0.000784731
          94 0.000789106
          95 0.000787411
          96  0.00078825
          97 0.000788124
          98 0.000787551
          99 0.000785778
         100  0.00078544
           1    0.004796
           2    0.004666
           3  0.00444667
           4    0.004184
           5   0.0041248
           6  0.00416533
           7  0.00410629
           8   0.0041105
           9    0.004056
          10   0.0040248
          11  0.00405673
          12  0.00405133
          13    0.004052
          14  0.00403257
          15  0.00403893
          16   0.0040275
          17  0.00402965
          18  0.00403267
          19  0.00404126
          20   0.0040496
          21  0.00404562
          22  0.00401182
          23  0.00404539
          24  0.00405117
          25   0.0040584
          26  0.00405215
          27  0.00405422
          28  0.00407914
          29  0.00405862
          30    0.004048
          31  0.00405019
          32  0.00405937
          33  0.00404727
          34  0.00405259
          35  0.00404091
          36  0.00404367
          37  0.00403373
          38  0.00402105
          39  0.00401149
          40   0.0040179
          41  0.00400741
          42  0.00400295
          43  0.00399814
          44  0.00399709
          45  0.00401013
          46   0.0040133
          47  0.00399796
          48  0.00400517
          49  0.00401559
          50   0.0040156
          51  0.00401396
          52  0.00401338
          53  0.00400891
          54  0.00400607
          55   0.0040024
          56  0.00399757
          57   0.0039934
          58  0.00400152
          59  0.00400942
          60   0.0039992
          61  0.00399259
          62  0.00399219
          63  0.00399714
          64  0.00399163
          65  0.00399237
          66  0.00399345
          67  0.00399158
          68  0.00398918
          69  0.00398499
          70  0.00399137
          71  0.00399003
          72   0.0039895
          73  0.00399282
          74  0.00399162
          75  0.00400027
          76  0.00400055
          77  0.00400616
          78  0.00399672
          79  0.00400299
          80   0.0040021
          81  0.00400923
          82  0.00400966
          83  0.00399802
          84  0.00399619
          85   0.0039912
          86  0.00399107
          87  0.00399733
          88  0.00399286
          89   0.0039933
          90  0.00398702
          91  0.00399011
          92  0.00399124
          93  0.00399062
          94  0.00398523
          95  0.00398531
          96  0.00397767
          97  0.00397691
          98  0.00398184
          99  0.00398533
         100  0.00398896
           1    0.012714
           2    0.012894
           3   0.0130773
           4    0.013482
           5   0.0133368
           6    0.013374
           7   0.0132286
           8    0.013172
           9   0.0132338
          10   0.0133936
          11    0.013264
          12   0.0131983
          13   0.0131652
